stage,train/gdt_ts,_step,loss,train/lddt_hard,_runtime,lr,train/plddt,loss/diffusion,tokens_per_sec,grad_norm,loss/distogram,train/rmsd,gpu/peak_mem_gb,train/lddt,_timestamp,val/total_loss,val/n_attempted,val/plddt,val/diffusion_loss,val/n_skipped,val/lddt_hard,val/lddt,val/rmsd,val/distogram_loss,val/gdt_ts
stage1,0.9657431840896606,0,0.4941956102848053,0.9111597537994385,66.417761777,0.0,28.083423614501953,0.32287415862083435,14.648111738179615,6.479360103607178,1.7132145166397095,0.7004643082618713,11.158724608,0.8774669766426086,1776875779.0772471,,,,,,,,,,
stage1,0.7878901958465576,10,0.7680979162454605,0.7223647236824036,108.818757005,5e-05,30.92412567138672,0.5467036619782448,88.77726451272393,6.884967422485351,2.213942551612854,1.670488715171814,14.034464256,0.697997760772705,1776875819.1034694,,,,,,,,,,
stage1,0.9253420829772949,20,0.43192551136016843,0.8548715710639954,143.925381147,0.0001,43.2378044128418,0.2068268608301878,70.64306696421998,4.181168735027313,2.2509864807128905,0.9833770394325256,14.04032512,0.7696861028671265,1776875861.5047948,,,,,,,,,,
stage1,0.9464874863624573,30,0.46326438039541246,0.8803632259368896,179.566777046,0.00015,30.022653579711914,0.2759505894035101,104.24096299648366,2.0562852382659913,1.8731378674507142,0.829964280128479,14.0308992,0.6836037755012512,1776875896.611315,,,,,,,,,,
stage1,0.6556402444839478,40,0.3787963271141052,0.6211955547332764,208.530662635,0.0002,24.62269401550293,0.16712884828448296,94.53743772765738,1.8159960150718688,2.1166747212409973,2.615166187286377,14.014893056,0.6871621906757355,1776875932.2529333,,,,,,,,,,
stage1,0.9407294988632202,50,0.514705342054367,0.8805680274963379,286.721588898,0.00025,53.52051544189453,0.3259704506024718,118.61670335149722,3.9379750370979307,1.8873488068580628,0.9081063866615295,14.036326912,0.7119355916976928,1776875961.2168353,,,,,,,,,,
stage1,0.7879509925842285,60,0.3316218048334122,0.7616047859191895,316.068820803,0.0003,49.204532623291016,0.13351110946387051,44.125541060395356,2.1356440424919128,1.98110693693161,1.703881025314331,14.011472384,0.679146921634674,1776876039.4075646,,,,,,,,,,
stage1,0.021373918280005455,70,0.42375783026218417,0.2866826355457306,527.180183743,0.00035000000000000005,30.049152374267578,0.22969438657164573,115.59979814715363,5.617748498916626,1.9406345009803772,17.99410629272461,14.04324096,0.6543219923973084,1776876068.7549589,,,,,,,,,,
stage1,0.1574273407459259,80,0.30699391216039656,0.31832849979400635,557.909830007,0.0004,31.836742401123047,0.12252472750842572,17.095645084414766,3.171080732345581,1.844691848754883,9.121253967285156,14.014897664,0.6188997387886047,1776876279.8663642,,,,,,,,,,
stage1,0.9767311811447144,90,4.469642253220082,0.9240672588348389,590.921028709,0.00045,28.615507125854492,4.271012357249856,115.02195938550477,15.478180134296418,1.9863008260726929,0.6350863575935364,14.017518592,0.7318676471710205,1776876310.5958557,,,,,,,,,,
stage1,0.9727400541305542,100,0.3805736154317856,0.9167138338088989,617.069539814,0.0005,33.32962417602539,0.21020414857193828,112.49461002946705,2.5311027646064757,1.7036946296691895,0.6641444563865662,14.02889984,0.7993883609771728,1776876343.6068792,,,,,,,,,,
stage1,0.5082644820213318,110,0.354125913977623,0.5485600829124451,649.35523857,0.00055,29.828332901000977,0.15114519484341143,131.5774112122761,4.063989448547363,2.0298070907592773,3.8958256244659424,14.016997888,0.6254248857498169,1776876369.7557662,,,,,,,,,,
stage1,0.8635719418525696,120,0.3289698094129562,0.7949511408805847,708.584167447,0.0006,44.4431266784668,0.16692418605089188,107.71178972325802,2.3310567021369932,1.6204561829566955,1.3353630304336548,14.006474752,0.7856841802597045,1776876402.0413592,,,,,,,,,,
stage1,0.9834749698638916,130,0.9151933252811432,0.9619430899620056,771.263602746,0.00065,90.18012237548828,0.7606825366616249,56.0413975020831,23.32440140247345,1.5451080918312072,0.5391107201576233,14.019817472,0.8144279956817627,1776876461.2702227,,,,,,,,,,
stage1,0.8465009331703186,140,0.44546045660972594,0.7792783975601196,802.684716788,0.0007000000000000001,32.37877655029297,0.26316625978797675,49.557425834444196,6.101583635807037,1.8229419231414794,1.3847603797912598,14.039434752,0.7372285425662994,1776876523.9497378,,,,,,,,,,
stage1,0.812786877155304,150,0.35390636026859285,0.7391825318336487,852.179267345,0.00075,28.702253341674805,0.1609059065580368,111.9489942387204,3.162295138835907,1.9300045013427733,1.4839385747909546,14.038915584,0.7356516659259796,1776876555.3708203,,,,,,,,,,
stage1,0.5976423025131226,160,0.43380208164453504,0.6024520397186279,882.961155594,0.0008,31.643577575683594,0.23049132749438286,61.2457465665594,11.805629658699036,2.033107566833496,2.9417874813079834,14.019305472,0.684057492017746,1776876604.8650558,,,,,,,,,,
stage1,0.7085044980049133,170,0.5343221068382263,0.6964669823646545,915.946246845,0.0008500000000000001,60.44196701049805,0.33460523970425127,111.47867545551581,4.623902726173401,1.997168731689453,2.4255189895629883,14.02339328,0.7884396433830261,1776876635.647272,,,,,,,,,,
stage1,1.0,180,0.6025106504559516,1.0,946.61983681,0.0009,93.97718048095703,0.416051818151027,96.29910915272966,2.987237823009491,1.864588212966919,0.07965215295553207,14.021155328,0.7036199688911438,1776876668.6324193,,,,,,,,,,
stage1,0.9557497501373291,190,0.9156248733401299,0.9027919769287109,975.420035684,0.00095,42.5098991394043,0.70706080570817,104.17736500993074,3.053651213645935,2.085640621185303,0.7822675108909607,14.033281536,0.6592902660369873,1776876699.3059373,,,,,,,,,,
stage1,0.9520877599716187,200,0.35586426705121993,0.9320815205574036,1044.238919701,0.001,92.90738677978516,0.1707766991108656,110.5040624018951,3.905888032913208,1.8508756637573243,0.8440832495689392,14.004105728,0.7487649619579315,1776876728.1061583,,,,,,,,,,
stage1,0.9030473232269287,210,0.4669892117381096,0.8276113271713257,1072.768953786,0.0009999974308631955,39.526729583740234,0.30514952167868614,52.19879452040746,4.216191911697388,1.6183969259262085,1.124822735786438,14.040491008,0.7799230277538299,1776876796.9250069,,,,,,,,,,
stage1,0.4794172942638397,220,0.4226498410105705,0.49249979853630066,1128.913827681,0.000999989723479183,29.33211898803711,0.24138000458478928,110.7107813769717,2.1802383601665496,1.8126984000205995,3.7599706649780273,14.014368768,0.7492408573627471,1776876825.4550292,,,,,,,,,,
stage1,0.6488349437713623,230,0.3674521423876286,0.6207773089408875,1167.875448995,0.0009999768779271685,36.36650848388672,0.18576661255210639,64.21524258868621,10.696401381492615,1.8168552815914154,2.6621804237365723,14.03268608,0.7216109097003937,1776876881.599887,,,,,,,,,,
stage1,0.36414963006973267,240,0.396453270316124,0.4649413824081421,1280.35728871,0.0009999588943391596,56.334068298339844,0.2033156555145979,82.37393532876413,7.242846488952637,1.931376087665558,6.4590559005737305,14.034052096,0.68306685090065,1776876920.5613415,,,,,,,,,,
stage1,0.02841634675860405,250,20.127913135290147,0.1366218626499176,1324.373545033,0.0009999357728999656,21.860328674316406,19.94261107109487,25.418705714587986,10.382497310638428,1.8530258655548095,17.736356735229492,14.082889728,0.6283177375793457,1776877033.0431871,,,,,,,,,,
stage1,0.7999999523162842,260,0.6204594135284424,0.7520478963851929,1464.047193366,0.000999907513847195,34.61891174316406,0.42767043337225913,71.8226321053962,4.118989789485932,1.9278897523880005,1.6042070388793945,14.017412608,0.7210408985614777,1776877077.0597327,,,,,,,,,,
stage1,0.8665937781333923,270,0.35689014196395874,0.8153507113456726,1492.287267085,0.0009998741174712534,94.00697326660156,0.2001157246530056,23.19048030927426,4.3677562236785885,1.5677441895008086,1.231217384338379,14.021837312,0.6980805277824402,1776877216.7333145,,,,,,,,,,
stage1,0.4756971299648285,280,7.4970059737563135,0.4839964807033539,1527.16143185,0.00099983558411534,48.60403823852539,7.312714784033597,110.32455909633896,7.992871832847595,1.8429100036621093,4.164697647094727,14.017739776,0.6396772265434265,1776877244.9732451,,,,,,,,,,
stage1,0.005493273492902517,290,0.30558632016181947,0.22759303450584412,1557.114135381,0.0009997919141754449,51.296749114990234,0.15352372080087662,93.14774159228622,7.440022110939026,1.5206259489059448,24.94544219970703,14.023194112,0.6036359071731567,1776877279.8474526,,,,,,,,,,
stage1,0.8877487182617188,300,0.532859106361866,0.7957468032836914,1631.534687759,0.000999743108100344,36.94682693481445,0.360187952965498,111.82911964711269,9.937385964393616,1.7267115116119385,1.0979061126708984,14.028706304,0.685191684961319,1776877309.8000047,,,,,,,,,,
stage1,0.6547029614448547,310,0.6901373863220215,0.7324624061584473,1663.928820412,0.0009996891663915954,85.85148620605469,0.45701448936015365,38.78245608187125,3.4221224546432496,2.3312289357185363,2.9745559692382812,14.015260672,0.7167374670505524,1776877384.2207072,,,,,,,,,,
stage1,0.48646432161331177,320,0.7137905478477478,0.4949781894683838,1723.958368633,0.0009996300896035338,40.62843704223633,0.5310575910843909,107.72027637890227,3.6609244346618652,1.8273293852806092,3.787599802017212,14.01305344,0.6550683856010437,1776877416.6148672,,,,,,,,,,
stage1,0.8316546678543091,330,0.5199626207351684,0.7575497627258301,1754.87412422,0.0009995658783432644,44.285972595214844,0.3352618901990354,58.64267417440545,3.704274928569794,1.8470073103904725,1.4674768447875977,14.025120768,0.619985693693161,1776877476.6445117,,,,,,,,,,
stage1,0.9788438677787781,340,0.628234601020813,0.9268013834953308,1788.15948771,0.0009994965332706573,93.7574462890625,0.4387469984591007,90.13010402987085,3.7451743125915526,1.894875943660736,0.6335766911506653,14.022132736,0.7397925198078156,1776877507.5602307,,,,,,,,,,
stage1,0.979377269744873,350,2.0304267317056657,0.93147212266922,1823.310685515,0.0009994220550983404,38.08243942260742,1.8334744602441788,109.13275785216399,8.27930566072464,1.969523298740387,0.6029775142669678,14.206997504,0.6741114854812622,1776877540.8456197,,,,,,,,,,
stage1,0.7208378314971924,360,0.3351045548915863,0.680066704750061,1854.185134283,0.0009993424445916923,36.578369140625,0.1380362009629607,93.18366055039685,2.65886572599411,1.9706835269927978,2.0225095748901367,14.008192512,0.707179594039917,1776877575.9966311,,,,,,,,,,
stage1,0.6667022705078125,370,0.5651160478591919,0.6289092302322388,1888.944534033,0.0009992577025688338,40.8712043762207,0.35784299187362195,116.13232364821233,2.890608513355255,2.0727304577827455,2.45601487159729,14.049796096,0.7075608253479004,1776877606.8712838,,,,,,,,,,
stage1,0.9361357688903809,380,0.4118507206439972,0.851755678653717,1922.599288101,0.0009991678299006205,41.00387954711914,0.20999484043568373,81.11304009851716,24.128622019290923,2.0185588002204895,0.901655375957489,14.014352896,0.7053678393363952,1776877641.6306257,,,,,,,,,,
stage1,0.3309326469898224,390,0.4084088891744614,0.36446937918663025,1957.940405811,0.000999072827510633,36.453277587890625,0.19064801074564458,83.47712056405928,7.191336047649384,2.177608776092529,5.610177516937256,14.008520192,0.6292848229408264,1776877675.285374,,,,,,,,,,
stage1,0.593436598777771,400,0.37854414731264113,0.5760114789009094,1983.531442614,0.0009989726963751681,39.72053527832031,0.17142576035112142,88.32285599227777,2.3480201959609985,2.0711838483810423,2.82808518409729,14.010404352,0.738453209400177,1776877710.6265337,,,,,,,,,,
stage1,0.2505446672439575,410,0.9010410264134407,0.3709269165992737,2017.649207453,0.000998867437523228,35.29933547973633,0.6888410709798336,136.59822761866045,9.58810772895813,2.121999537944794,6.968297481536865,14.00847104,0.5797425627708435,1776877736.217224,,,,,,,,,,
stage1,0.9999122619628906,420,0.6058480784296989,0.995782732963562,2047.493659347,0.0009987570520365104,54.915042877197266,0.426253208424896,94.77446003738746,3.4883124113082884,1.7959486722946167,0.24751277267932892,14.033724416,0.6221272587776184,1776877770.3354247,,,,,,,,,,
stage1,0.49031853675842285,430,0.4885362058877945,0.5180058479309082,2077.607604738,0.0009986415410493965,39.370391845703125,0.2863037507981062,105.59994229188209,4.310814464092255,2.022324526309967,3.745388984680176,14.026403328,0.6662591576576233,1776877800.1794717,,,,,,,,,,
stage1,0.3224331736564636,440,1.1886301890015603,0.43975356221199036,2112.042113192,0.000998520905748941,45.74716567993164,1.0119895529001952,120.82982964013874,4.310489428043366,1.7664063036441804,5.956382751464844,14.258434048,0.6190278887748718,1776877830.2937207,,,,,,,,,,
stage1,0.8934346437454224,450,0.37854529172182083,0.8237313628196716,2141.914961353,0.0009983951473748578,39.065208435058594,0.20241061076521874,91.22986830487127,5.88907755613327,1.7613467693328857,1.1317143440246582,14.019766272,0.7916139841079712,1776877864.7282424,,,,,,,,,,
stage1,0.9630281925201416,460,0.43056331723928454,0.9003063440322876,2177.878580932,0.0009982642672195091,33.14323043823242,0.22569531723856925,107.13822887867009,3.4574954986572264,2.0486799240112306,0.7195442318916321,14.033804288,0.6708601713180542,1776877894.6008592,,,,,,,,,,
stage1,0.41750001907348633,470,0.6755785033106804,0.4373268485069275,2212.728083794,0.0009981282666278908,32.413455963134766,0.4850135506130755,90.35240741144818,2.042514091730118,1.9056496143341064,4.722305774688721,14.027921408,0.7062383353710174,1776877930.5647295,,,,,,,,,,
stage1,0.9857739210128784,480,0.7977519005537033,0.9378817081451416,2250.774260095,0.0009979871469976197,40.42170715332031,0.60979870185256,103.9761353530598,3.519848144054413,1.8795320034027099,0.5621629953384399,14.132219392,0.725620424747467,1776877965.4142575,,,,,,,,,,
stage1,0.6046881079673767,490,0.3398329935967922,0.608780026435852,2283.371065866,0.0009978409097789176,41.31004333496094,0.13661065278574824,79.67575197342009,2.3938512921333315,2.032223439216614,2.873307228088379,14.010518528,0.6672854244709014,1776878003.4604752,,,,,,,,,,
stage1,0.7301236987113953,500,0.7153991967439651,0.6785877346992493,2370.05877096,0.0009976895564745992,37.32261657714844,0.5368819996714592,113.71010004323651,2.901996099948883,1.7851718664169312,2.012424945831299,14.034680832,0.6677337944507599,1776878064.8163397,4.72200944625074,32.0,47.675266087055206,4.549663389625493,0.0,0.6269608237780631,0.6141197197139263,3.907181023620069,1.72346056625247,0.6255225929198787
stage1,0.5280743837356567,510,0.34491645693778994,0.5281402468681335,2402.362495974,0.000997533088640053,35.848045349121094,0.17969733532518148,40.135517087485916,2.2918199777603148,1.652191197872162,3.5161373615264893,14.013422592,0.6713685035705567,1776878122.7446163,,,,,,,,,,
stage1,0.9926499724388123,520,0.33737983405590055,0.9520971775054932,2446.281875194,0.0009973715078832287,36.54568862915039,0.17385001704096795,115.17563308482787,3.8678181648254393,1.6352981090545655,0.4891376495361328,14.125555712,0.6616000473499298,1776878155.0485945,,,,,,,,,,
stage1,0.9933333396911621,530,0.4709126502275467,0.9575239419937134,2515.655292504,0.0009972048158646183,32.958770751953125,0.31061363518238067,84.25558308734736,2.929493081569672,1.6029901027679443,0.4729488492012024,14.014357504,0.6994591236114502,1776878198.9677763,,,,,,,,,,
stage1,0.4614661633968353,540,0.713915704190731,0.5415000915527344,2583.822960741,0.00099703301429724,55.10103225708008,0.529217985831201,50.19572524159588,3.782378447055817,1.8469770550727844,4.795777797698975,14.040717312,0.6574824392795563,1776878268.340993,,,,,,,,,,
stage1,0.5204575061798096,550,0.5056334272027015,0.5211405754089355,2647.121859309,0.0009968561049466214,32.835777282714844,0.3141833510249853,53.768349862076306,6.808945429325104,1.9145008087158204,3.5378358364105225,14.019269632,0.6956532239913941,1776878336.5091293,,,,,,,,,,
stage1,0.7025129199028015,560,1.2337608262896538,0.6725614666938782,2784.088206917,0.000996674089630779,31.01986312866211,1.0492879506200552,47.77697593678968,13.002204513549804,1.844728422164917,2.268824577331543,14.013181952,0.7008037328720093,1776878399.807921,,,,,,,,,,
stage1,0.3705272972583771,570,0.6127305865287781,0.4844924807548523,2816.600078099,0.0009964869702202021,53.66058349609375,0.4349821053445339,27.00034246774637,3.3576096177101133,1.7774846792221068,5.29554557800293,14.174626304,0.6421586096286773,1776878536.7742937,,,,,,,,,,
stage1,0.9439187049865723,580,0.415141960978508,0.8727039098739624,2850.349558249,0.0009962947486378325,46.545257568359375,0.21949844509363176,95.97937689598315,3.866313660144806,1.9564351081848144,0.8596104979515076,14.012900352,0.7624451279640198,1776878569.2861156,,,,,,,,,,
stage1,0.7838419079780579,590,0.4458929568529129,0.7317214012145996,2886.296735922,0.0009960974268590438,38.63380432128906,0.26133203096687796,98.82908717281958,1.684445333480835,1.845609188079834,1.6696025133132935,14.010973184,0.7083453059196472,1776878603.0354989,,,,,,,,,,
stage1,0.9422881007194519,600,0.49446276426315305,0.8761433362960815,2918.633959097,0.000995895006911623,39.4088134765625,0.3190162356942892,93.73447001824148,2.637998288869858,1.754465353488922,0.8772846460342407,14.033786368,0.7080892324447632,1776878638.9826403,,,,,,,,,,
stage1,0.91850745677948,610,0.5527279213070869,0.8376048803329468,2955.002293398,0.0009956874908757481,39.15910339355469,0.3577412713319063,103.23870164102763,5.709284651279449,1.949866485595703,1.016810417175293,14.036260352,0.7743237376213074,1776878671.3201098,,,,,,,,,,
stage1,0.37537065148353577,620,0.3888232335448265,0.398768812417984,2987.150708895,0.0009954748808839674,35.21321487426758,0.2292586501687765,100.099769935183,2.9955666422843934,1.5956457257270813,5.31179666519165,14.13351424,0.7180518746376038,1776878707.6883092,,,,,,,,,,
stage1,0.9196944236755371,630,0.6219645276665687,0.8395684361457825,3025.160015191,0.0009952571791211776,37.35568618774414,0.4444323841482401,111.31288478252608,3.3173709392547606,1.7753214716911316,1.0174534320831299,14.016021504,0.5774894118309021,1776878739.836851,,,,,,,,,,
stage1,0.9745447635650635,640,0.6222069397568702,0.9179949760437012,3061.95389041,0.0009950343878246009,43.29136657714844,0.43466767808422446,84.85908771936693,3.4321653962135317,1.8753926873207092,0.648696780204773,14.026420736,0.6519726991653443,1776878777.8459415,,,,,,,,,,
stage1,0.9951415657997131,650,0.4171658918261528,0.9603813886642456,3128.313265607,0.000994806509283763,38.660362243652344,0.2308505711145699,86.95563737600574,2.382042109966278,1.8631531953811646,0.4496711194515228,14.019709952,0.7789187133312225,1776878814.6399171,,,,,,,,,,
stage1,0.9955357313156128,660,46.662915693223475,0.9668098092079163,3164.996143799,0.0009945735458404682,52.2615966796875,46.480944636464116,56.545077835916985,9.842674684524535,1.8197197318077087,0.4271872639656067,14.005408768,0.6361878752708435,1776878880.9993987,,,,,,,,,,
stage1,0.6453601717948914,670,0.412063068151474,0.6273343563079834,3239.445826663,0.0009943354998887763,41.16709899902344,0.2452337708324194,95.09721129183754,1.9207391440868378,1.6682929933071136,2.5535576343536377,14.018584576,0.6962408185005188,1776878917.6821764,,,,,,,,,,
stage1,0.5492218732833862,680,0.34447057247161866,0.5317472219467163,3277.51797345,0.0009940923738749779,35.0926513671875,0.18406246956437827,40.580562198789984,2.550398659706116,1.604081040620804,3.3362770080566406,14.026901504,0.7048438668251038,1776878992.1318917,,,,,,,,,,
stage1,0.33082282543182373,690,0.39667449444532393,0.4063071608543396,3346.658351689,0.0009938441702975688,39.46540451049805,0.19716715384274722,90.60312114961594,2.8194142818450927,1.9950734376907349,5.791658401489258,14.006036992,0.6218739926815033,1776879030.2039344,,,,,,,,,,
stage1,0.1504826843738556,700,0.6883484572172165,0.3018718361854553,3384.62836284,0.0009935908917072251,58.3497314453125,0.47294376231729984,45.62037992964035,9.74096975326538,2.154046964645386,10.16407299041748,14.001394688,0.6105521440505981,1776879099.3442597,,,,,,,,,,
stage1,0.7806096076965332,710,0.5988222882151604,0.7201230525970459,3421.726082608,0.000993332540706776,39.84721374511719,0.42851367965340614,87.52824374831708,2.704784166812897,1.7030860781669617,1.8141696453094482,14.174358016,0.7918870687484741,1776879137.3143165,,,,,,,,,,
stage1,0.46529194712638855,720,0.5654891937971115,0.46470725536346436,3460.008666167,0.0009930691199511775,40.39485549926758,0.37928226217627525,99.26355989127062,1.6802052974700927,1.8620693325996398,4.590053558349609,14.010910208,0.7668170154094696,1776879174.4121735,,,,,,,,,,
stage1,0.9605218768119812,730,0.9416899889707565,0.9007470607757568,3496.617237844,0.000992800632147486,48.448421478271484,0.795526267029345,89.50412987758277,2.1109488368034364,1.461637258529663,0.7612025737762451,14.025091072,0.7616791725158691,1776879212.6946661,,,,,,,,,,
stage1,1.0,740,0.47386738657951355,0.9994074702262878,3566.236243953,0.0009925270800548284,82.39535522460938,0.2921425048261881,72.7515965000754,3.028700578212738,1.817248773574829,0.18895231187343597,13.994394624,0.8046006679534912,1776879249.3033435,,,,,,,,,,
stage1,0.9697943329811096,750,0.34235981702804563,0.9298897385597229,3617.970186251,0.0009922484664843763,92.23493957519531,0.156704455986619,41.959827665936345,1.3234995782375336,1.85655357837677,0.7275756597518921,14.031450112,0.7031802237033844,1776879318.9221208,,,,,,,,,,
stage1,0.869615375995636,760,0.5701025158166886,0.79961097240448,3754.49466015,0.0009919647942993148,37.572669982910156,0.38467035107314584,67.39026036410736,7.249113792181015,1.8543215095996857,1.2119287252426147,14.01405952,0.6808568835258484,1776879370.6562474,,,,,,,,,,
stage1,0.41328635811805725,770,0.4022697120904922,0.46396851539611816,3791.634128935,0.0009916760664148148,53.281455993652344,0.2230111550539732,25.571428595129795,6.177325201034546,1.792585515975952,4.840594291687012,14.028031488,0.601308923959732,1776879507.1804729,,,,,,,,,,
stage1,0.9938511252403259,780,0.451378658413887,0.9663059711456299,3851.725785084,0.0009913822857980019,36.82603073120117,0.2566580705344677,86.73817388067424,3.4103511333465577,1.9472058534622192,0.4416133165359497,14.021019136,0.6668733477592468,1776879544.3202183,,,,,,,,,,
stage1,0.9331173300743103,790,0.44674652367830275,0.8508457541465759,3890.420387898,0.0009910834554679266,38.505401611328125,0.27479251800104976,61.3781542907954,2.84366175532341,1.719540011882782,0.9163078665733337,14.028969984,0.6370599746704102,1776879604.4117918,,,,,,,,,,
stage1,0.7381710410118103,800,0.42731431126594543,0.6657480001449585,3926.612193459,0.0009907795784955327,40.79521179199219,0.21917888522148132,70.14795374110605,1.9528743743896484,2.0813541948795318,2.03768253326416,13.993165312,0.6399207592010498,1776879643.1063266,,,,,,,,,,
stage1,0.9647627472877502,810,0.6714548319578171,0.8861818313598633,3958.66906249,0.0009904706580036264,42.96772766113281,0.4711962500587106,92.24224774448003,8.308646965026856,2.0025858283042908,0.7458661794662476,14.040182784,0.7303870856761933,1776879679.2982836,,,,,,,,,,
stage1,0.9461565017700195,820,0.4767793044447899,0.8771556615829468,3991.164821396,0.0009901566971668436,36.11708068847656,0.2881743943318725,89.07553254238083,9.454691708087921,1.8860490918159485,0.8539499640464783,14.01869056,0.7723409533500671,1776879711.3545887,,,,,,,,,,
stage1,0.39703378081321716,830,0.4078046515583992,0.4735807180404663,4025.769352023,0.0009898376992116178,42.597076416015625,0.22613547295331954,97.56611489820632,4.889441657066345,1.8166917562484741,4.7561421394348145,14.049394176,0.6386490941047669,1776879743.8509018,,,,,,,,,,
stage1,0.4069167971611023,840,0.4608539596199989,0.4277579188346863,4064.69338734,0.0009895136674161465,49.44805908203125,0.2838485477492213,90.52174719809376,4.054294943809509,1.7700541257858275,5.004836082458496,14.022851584,0.6525383651256561,1776879778.4554117,,,,,,,,,,
stage1,0.32993197441101074,850,0.5264357253909111,0.36525118350982666,4100.769641478,0.0009891846051103576,46.53484344482422,0.35918651185929773,95.89001676335565,9.880876165628433,1.6724921226501466,5.863286018371582,14.035807744,0.7202434837818146,1776879817.379482,,,,,,,,,,
stage1,0.7614296674728394,860,0.505502812564373,0.7092306017875671,4137.098515005,0.0009888505156758758,47.856014251708984,0.3417140875011683,106.36305848301814,4.750086522102356,1.637887167930603,1.791001319885254,14.040092672,0.6798520982265472,1776879853.4558516,,,,,,,,,,
stage1,0.8583614230155945,870,0.81211898624897,0.7818244695663452,4173.660998309,0.0009885114025459864,58.609703063964844,0.6450234085321427,100.04450077582547,4.361462604999542,1.6709557890892028,1.3494161367416382,14.019343872,0.6268271207809448,1776879889.7846148,,,,,,,,,,
stage1,0.9998772740364075,880,0.4583415150642395,0.9962878227233887,4212.422935706,0.0009881672692056021,93.95152282714844,0.26669039502739905,76.59129376655042,2.562809181213379,1.9165111660957337,0.24667449295520782,14.036165632,0.7251586616039276,1776879926.3469646,,,,,,,,,,
